index,dataset_name,display_name,reverse,reverse_bool,split,shape,phenotype,cleaned_phenotype,screen_rationale,screen_type,screen_category,library_methodology,cell_type,cell_line,num_genes,publication_year,author,source_id,umap_x_ground_truth,umap_y_ground_truth,umap_x_ground_truth_train_fitted,umap_y_ground_truth_train_fitted
1312,U_2366_dec,U_2366_dec (forward),Forward,False,Train,circle,decrease cell proliferation in SU-DHL-4 cells,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,bidirectional,bidirectional,Knockout,Lymphoma or Leukaemia Cell Line,SU-DHL-4,2834,2019,Panea RI (2019),31558468,5.55926513671875,-1.0636801719665527,8.085025787353516,6.168463706970215
1313,U_2366_inc,U_2366_inc (forward),Forward,False,Train,circle,increase cell proliferation in SU-DHL-4 cells,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,bidirectional,bidirectional,Knockout,Lymphoma or Leukaemia Cell Line,SU-DHL-4,2834,2019,Panea RI (2019),31558468,4.8316569328308105,5.145779609680176,11.1329984664917,11.250601768493652
1314,U_2366_merged,U_2366_merged (forward),Forward,False,Train,circle,either increases or decreases cell proliferation in SU-DHL-4 cells,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,Positive and Negative Selection,bidirectional,Knockout,Lymphoma or Leukaemia Cell Line,SU-DHL-4,2834,2019,Panea RI (2019),31558468,5.529564380645752,-1.0726693868637085,8.027636528015137,6.186230182647705
1315,U_2367_dec,U_2367_dec (forward),Forward,False,Train,circle,decrease HBL-1 cell proliferation,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,bidirectional,bidirectional,Knockout,Diffuse Large B-cell Lymphoma Cell,HBL-1,2834,2019,Panea RI (2019),31558468,5.4584574699401855,-1.139665961265564,7.969314098358154,6.174581527709961
1316,U_2367_inc,U_2367_inc (forward),Forward,False,Train,circle,increase HBL-1 cell proliferation,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,bidirectional,bidirectional,Knockout,Diffuse Large B-cell Lymphoma Cell,HBL-1,2834,2019,Panea RI (2019),31558468,5.10516357421875,5.1940693855285645,10.778077125549316,11.051858901977539
1317,U_2367_merged,U_2367_merged (forward),Forward,False,Train,circle,either increases or decreases HBL-1 cell proliferation,Fitness / Proliferation / Viability,Cell-essential and growth restrictive genes,Positive and Negative Selection,bidirectional,Knockout,Diffuse Large B-cell Lymphoma Cell,HBL-1,2834,2019,Panea RI (2019),31558468,5.521140098571777,-1.0880353450775146,7.963429927825928,6.254763126373291
1318,2370,2370 (forward),Forward,False,Train,circle,increases the proportion of EBV latency III cells (ICAM-1high/CD10low),Host-Pathogen / Infection Response,Suppression of EBV latency III phase,Phenotype Screen,unidirectional,Knockout,Burkitt Lymphoma Cell Line,Mutu-1,5167,2020,Guo R (2020),32424339,5.545820713043213,4.224491119384766,11.048823356628418,11.223179817199707
1319,2371,2371 (forward),Forward,False,Train,circle,increases accumulation of EBV latency III surface marker proteins (ICAM-1/CD10),Host-Pathogen / Infection Response,Suppression of EBV latency III phase,Phenotype Screen,unidirectional,Knockout,Burkitt Lymphoma Cell Line,Mutu-1,5273,2020,Guo R (2020),32424339,5.608845233917236,4.159207820892334,11.203028678894043,11.138562202453613
1320,2374,2374 (forward),Forward,False,Train,circle,decreases cell viability,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20471,2020,Lau MT (2020),32028983,5.374724388122559,-0.7324821352958679,8.283769607543945,6.397754669189453
1321,2375,2375 (forward),Forward,False,Train,circle,increases drug resistance as measured by decreased cytotoxicity to anti-cancer drugs,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20456,2020,Lau MT (2020),32028983,4.136026859283447,4.324310302734375,10.549837112426758,10.49278736114502
1322,2376,2376 (forward),Forward,False,Train,circle,increases resistance to anti-cancer drugs (reduced drug cytotoxicity),Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20470,2020,Lau MT (2020),32028983,4.192258358001709,4.441662788391113,11.229002952575684,10.614394187927246
1323,2377,2377 (forward),Forward,False,Train,circle,increases resistance to anti-cancer drugs as measured by reduced drug-induced cytotoxicity,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20469,2020,Lau MT (2020),32028983,3.7123513221740723,4.70283842086792,10.59581184387207,11.37235164642334
1324,2378,2378 (forward),Forward,False,Train,circle,increases resistance to anti-cancer drugs as measured by increased cell survival under drug treatment,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20468,2020,Lau MT (2020),32028983,3.8488497734069824,4.933076858520508,10.615619659423828,11.397250175476074
1325,2379,2379 (forward),Forward,False,Train,circle,increases resistance to anti-cancer drugs,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20467,2020,Lau MT (2020),32028983,3.8220345973968506,5.292598247528076,10.509947776794434,11.678937911987305
1326,2380,2380 (forward),Forward,False,Train,circle,increases resistance to anti-cancer drug-induced cytotoxicity,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20470,2020,Lau MT (2020),32028983,4.879438400268555,5.509854793548584,10.986979484558105,11.728062629699707
1327,2381,2381 (forward),Forward,False,Train,circle,increases drug resistance as measured by increased cell survival (decreased cytotoxicity) under anti-cancer drug treatment,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20464,2020,Lau MT (2020),32028983,4.958578586578369,5.567920207977295,11.03915786743164,11.719425201416016
1328,2382,2382 (forward),Forward,False,Train,circle,increases resistance to anti-cancer drugs,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20468,2020,Lau MT (2020),32028983,4.152987957000732,4.920548915863037,10.809222221374512,10.642389297485352
1329,2384,2384 (forward),Forward,False,Train,circle,increases drug resistance as measured by decreased cytotoxicity to anti-cancer drugs,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20469,2020,Lau MT (2020),32028983,3.7499794960021973,4.761904239654541,10.600523948669434,11.37440299987793
1330,2385,2385 (forward),Forward,False,Train,circle,increases resistance to anti-cancer drugs as measured by decreased drug-induced cytotoxicity,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20467,2020,Lau MT (2020),32028983,4.363173484802246,5.631961822509766,11.275128364562988,10.642020225524902
1331,2386,2386 (forward),Forward,False,Train,circle,increases drug resistance as measured by decreased drug-induced cytotoxicity,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20467,2020,Lau MT (2020),32028983,4.457546710968018,4.739974498748779,10.69290828704834,10.337608337402344
1332,2387,2387 (forward),Forward,False,Train,circle,increases resistance to anti-cancer drugs as measured by decreased drug-induced cytotoxicity,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20470,2020,Lau MT (2020),32028983,4.605915069580078,3.8476150035858154,10.773233413696289,11.504509925842285
1333,2388,2388 (forward),Forward,False,Train,circle,increases resistance to anti-cancer drugs by reducing drug-induced cytotoxicity,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20466,2020,Lau MT (2020),32028983,4.626112937927246,3.869253635406494,10.784200668334961,11.488127708435059
1334,2389,2389 (forward),Forward,False,Train,circle,increases drug resistance to anti-cancer drugs as measured by decreased cytotoxicity,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20466,2020,Lau MT (2020),32028983,4.609765529632568,3.8028531074523926,10.729292869567871,11.394174575805664
1335,2390,2390 (forward),Forward,False,Train,circle,increases resistance to anti-cancer drugs,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20465,2020,Lau MT (2020),32028983,3.9294073581695557,4.147781848907471,10.715778350830078,11.265644073486328
1336,2394,2394 (forward),Forward,False,Train,circle,increases resistance to anti-cancer drugs,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20456,2020,Lau MT (2020),32028983,4.298150539398193,4.5558037757873535,10.845510482788086,10.746439933776855
1337,2395,2395 (forward),Forward,False,Train,circle,increases resistance to anti-cancer drugs as measured by reduced drug-induced cytotoxicity,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20456,2020,Lau MT (2020),32028983,4.050148010253906,5.488157749176025,10.504633903503418,11.6986665725708
1338,2397,2397 (forward),Forward,False,Train,circle,increases drug resistance as measured by decreased cytotoxic response to anti-cancer drugs,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20462,2020,Lau MT (2020),32028983,4.126323223114014,5.591857433319092,10.444684028625488,11.763152122497559
1339,2398,2398 (forward),Forward,False,Train,circle,increases drug resistance as measured by decreased drug-induced cytotoxicity,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20456,2020,Lau MT (2020),32028983,4.092031478881836,5.628047943115234,10.457341194152832,11.772817611694336
1340,2401,2401 (forward),Forward,False,Train,circle,increases resistance to anti-cancer drugs as measured by decreased drug-induced cytotoxicity,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,20469,2020,Lau MT (2020),32028983,3.9813060760498047,4.669673442840576,10.74065113067627,11.213549613952637
1341,2440,2440 (forward),Forward,False,Train,circle,impacts response to chemicals,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,recovered_bidirectional,Knockout,Embryonic Kidney Cell Line,HEK293-A,17373,2019,Wang C (2019),30532030,4.579250335693359,2.9141268730163574,10.403984069824219,10.304662704467773
1342,2441,2441 (forward),Forward,False,Train,circle,impacts response to chemicals,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,recovered_bidirectional,Knockout,Colorectal Cancer Cell Line,HCT 116,17308,2019,Wang C (2019),30532030,3.7545626163482666,-3.639794111251831,1.5580676794052124,8.851377487182617
1343,2442,2442 (forward),Forward,False,Train,circle,impacts response to chemicals,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,recovered_bidirectional,Knockout,Mammary Epithelial Cell Line,MCF-10A,17644,2019,Wang C (2019),30532030,4.7387919425964355,2.3376071453094482,10.121818542480469,9.8732271194458
1344,TR_71_72,TR_71_72 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Acute Myeloid Leukemia Cell Line,NB4,18580,2017,Wang T (2017),28162770,4.640106678009033,-0.20375670492649078,8.319207191467285,7.86978006362915
1345,TR_796_797,TR_796_797 (forward),Forward,False,Train,circle,decreases cell proliferation,Fitness / Proliferation / Viability,Cell-essential genes,Negative Selection,unidirectional,Knockout,Colonic Adenocarcinoma Cell Line,HT-29,17956,2019,Behan FM (2019),30971826,-5.69203519821167,-5.161232948303223,12.746659278869629,-3.7822728157043457
1346,TR_1082_1083,TR_1082_1083 (forward),Forward,False,Train,circle,impacts cell proliferation,Drug / Chemical / Environmental Response,Cancer cell response to natural killer cells,Positive and Negative Selection,recovered_bidirectional,Knockout,Chronic Myeloid Leukemia Cell Line,K-562,20504,2019,Zhuang X (2019),31921143,3.4358043670654297,3.7701094150543213,10.721452713012695,10.4039306640625
1347,TR_1209_1210,TR_1209_1210 (forward),Forward,False,Train,circle,increases resistance to Zika virus as measured by increased cell proliferation,Host-Pathogen / Infection Response,Activation increases resistance to the virus,Positive Selection,unidirectional,Activation,Hepatoma Cell Line,HuH-7,18109,2019,Dukhovny A (2019),31142663,4.2365851402282715,4.464940547943115,10.531943321228027,10.94081974029541
1348,U_TR_1326_1327_dec,U_TR_1326_1327_dec (forward),Forward,False,Train,circle,decrease drug resistance,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,bidirectional,bidirectional,Knockout,Retinal Pigment Epithelium Cell Line,hTERT-RPE1,17173,2020,Olivieri M (2020),32649862,3.975214719772339,2.5907652378082275,11.43447494506836,9.068037986755371
1349,1454,1454 (forward),Forward,False,Validation,square,impacts response to chemicals,Drug / Chemical / Environmental Response,Increased/decreased resistance to oxidative stress,Positive and Negative Selection,recovered_bidirectional,Knockout,Embryonic Kidney Cell Line,HEK-293,13920,2021,Li H (2021),33110234,4.548996925354004,4.839868068695068,10.916327789677638,10.882966970658007
